Method	MaxD	QC	Ref	Mat	LEN_Cutoff	N_SNP_Cutoff	TP	FP	FN	Sensitivity	PPV	FNR	FDR	F1	FMI	JI
FullSet	0	Raw	GSA	OEE	280000	10	138	185	131	0.513	0.427	0.487	0.573	0.466	0.468	0.304
FullSet	0	QCd	GSA	OEE	280000	10	87	21	56	0.608	0.806	0.392	0.194	0.693	0.7	0.53
FullSet	0	Raw	GSA	OEE	280000	15	138	180	126	0.523	0.434	0.477	0.566	0.474	0.476	0.311
FullSet	0	QCd	GSA	OEE	280000	15	87	19	53	0.621	0.821	0.379	0.179	0.707	0.714	0.547
FullSet	0	Raw	GSA	OEE	280000	20	136	172	115	0.542	0.442	0.458	0.558	0.487	0.489	0.322
FullSet	0	QCd	GSA	OEE	280000	20	87	19	52	0.626	0.821	0.374	0.179	0.71	0.717	0.551
FullSet	0	Raw	GSA	OEE	280000	25	133	160	108	0.552	0.454	0.448	0.546	0.498	0.501	0.332
FullSet	0	QCd	GSA	OEE	280000	25	85	18	50	0.63	0.825	0.37	0.175	0.714	0.721	0.556
FullSet	0	Raw	GSA	OEE	280000	30	130	155	93	0.583	0.456	0.417	0.544	0.512	0.516	0.344
FullSet	0	QCd	GSA	OEE	280000	30	84	16	49	0.632	0.84	0.368	0.16	0.721	0.728	0.564
FullSet	0	Raw	GSA	OEE	280000	35	128	153	88	0.593	0.456	0.407	0.544	0.515	0.52	0.347
FullSet	0	QCd	GSA	OEE	280000	35	82	16	46	0.641	0.837	0.359	0.163	0.726	0.732	0.569
FullSet	0	Raw	GSA	OEE	280000	40	127	150	81	0.611	0.458	0.389	0.542	0.524	0.529	0.355
FullSet	0	QCd	GSA	OEE	280000	40	81	15	41	0.664	0.844	0.336	0.156	0.743	0.748	0.591
FullSet	0	Raw	GSA	OEE	280000	45	121	150	74	0.621	0.446	0.379	0.554	0.519	0.526	0.351
FullSet	0	QCd	GSA	OEE	280000	45	76	15	38	0.667	0.835	0.333	0.165	0.741	0.746	0.589
FullSet	0	Raw	GSA	OEE	280000	50	115	143	68	0.628	0.446	0.372	0.554	0.522	0.529	0.353
FullSet	0	QCd	GSA	OEE	280000	50	71	14	35	0.67	0.835	0.33	0.165	0.743	0.748	0.592
FullSet	0	Raw	GSA	OEE	300000	10	132	170	119	0.526	0.437	0.474	0.563	0.477	0.479	0.314
FullSet	0	QCd	GSA	OEE	300000	10	85	19	50	0.63	0.817	0.37	0.183	0.711	0.717	0.552
FullSet	0	Raw	GSA	OEE	300000	15	132	165	114	0.537	0.444	0.463	0.556	0.486	0.488	0.321
FullSet	0	QCd	GSA	OEE	300000	15	85	17	47	0.644	0.833	0.356	0.167	0.726	0.733	0.57
FullSet	0	Raw	GSA	OEE	300000	20	130	159	107	0.549	0.45	0.451	0.55	0.494	0.497	0.328
FullSet	0	QCd	GSA	OEE	300000	20	85	17	46	0.649	0.833	0.351	0.167	0.73	0.735	0.574
FullSet	0	Raw	GSA	OEE	300000	25	127	147	101	0.557	0.464	0.443	0.536	0.506	0.508	0.339
FullSet	0	QCd	GSA	OEE	300000	25	83	16	45	0.648	0.838	0.352	0.162	0.731	0.737	0.576
FullSet	0	Raw	GSA	OEE	300000	30	124	142	87	0.588	0.466	0.412	0.534	0.52	0.523	0.351
FullSet	0	QCd	GSA	OEE	300000	30	82	14	44	0.651	0.854	0.349	0.146	0.739	0.746	0.586
FullSet	0	Raw	GSA	OEE	300000	35	122	140	83	0.595	0.466	0.405	0.534	0.522	0.526	0.354
FullSet	0	QCd	GSA	OEE	300000	35	80	14	42	0.656	0.851	0.344	0.149	0.741	0.747	0.588
FullSet	0	Raw	GSA	OEE	300000	40	121	138	77	0.611	0.467	0.389	0.533	0.53	0.534	0.36
FullSet	0	QCd	GSA	OEE	300000	40	79	14	39	0.669	0.849	0.331	0.151	0.749	0.754	0.598
FullSet	0	Raw	GSA	OEE	300000	45	115	138	70	0.622	0.455	0.378	0.545	0.525	0.532	0.356
FullSet	0	QCd	GSA	OEE	300000	45	74	14	36	0.673	0.841	0.327	0.159	0.747	0.752	0.597
FullSet	0	Raw	GSA	OEE	300000	50	109	131	64	0.63	0.454	0.37	0.546	0.528	0.535	0.359
FullSet	0	QCd	GSA	OEE	300000	50	69	13	33	0.676	0.841	0.324	0.159	0.75	0.754	0.6
FullSet	0	Raw	GSA	OEE	320000	10	119	149	110	0.52	0.444	0.48	0.556	0.479	0.48	0.315
FullSet	0	QCd	GSA	OEE	320000	10	77	15	44	0.636	0.837	0.364	0.163	0.723	0.73	0.566
FullSet	0	Raw	GSA	OEE	320000	15	119	147	107	0.527	0.447	0.473	0.553	0.484	0.485	0.319
FullSet	0	QCd	GSA	OEE	320000	15	77	14	42	0.647	0.846	0.353	0.154	0.733	0.74	0.579
FullSet	0	Raw	GSA	OEE	320000	20	118	140	99	0.544	0.457	0.456	0.543	0.497	0.499	0.331
FullSet	0	QCd	GSA	OEE	320000	20	77	14	41	0.653	0.846	0.347	0.154	0.737	0.743	0.583
FullSet	0	Raw	GSA	OEE	320000	25	115	131	94	0.55	0.467	0.45	0.533	0.505	0.507	0.338
FullSet	0	QCd	GSA	OEE	320000	25	75	14	40	0.652	0.843	0.348	0.157	0.735	0.741	0.581
FullSet	0	Raw	GSA	OEE	320000	30	112	126	81	0.58	0.471	0.42	0.529	0.52	0.523	0.351
FullSet	0	QCd	GSA	OEE	320000	30	74	12	39	0.655	0.86	0.345	0.14	0.744	0.751	0.592
FullSet	0	Raw	GSA	OEE	320000	35	111	124	78	0.587	0.472	0.413	0.528	0.524	0.527	0.355
FullSet	0	QCd	GSA	OEE	320000	35	73	12	38	0.658	0.859	0.342	0.141	0.745	0.752	0.593
FullSet	0	Raw	GSA	OEE	320000	40	110	123	73	0.601	0.472	0.399	0.528	0.529	0.533	0.359
FullSet	0	QCd	GSA	OEE	320000	40	72	12	35	0.673	0.857	0.327	0.143	0.754	0.759	0.605
FullSet	0	Raw	GSA	OEE	320000	45	106	123	66	0.616	0.463	0.384	0.537	0.529	0.534	0.359
FullSet	0	QCd	GSA	OEE	320000	45	69	12	32	0.683	0.852	0.317	0.148	0.758	0.763	0.611
FullSet	0	Raw	GSA	OEE	320000	50	101	117	61	0.623	0.463	0.377	0.537	0.532	0.537	0.362
FullSet	0	QCd	GSA	OEE	320000	50	64	12	30	0.681	0.842	0.319	0.158	0.753	0.757	0.604
FullSet	0	Raw	GSA	OEE	340000	10	110	137	98	0.529	0.445	0.471	0.555	0.484	0.485	0.319
FullSet	0	QCd	GSA	OEE	340000	10	72	11	39	0.649	0.867	0.351	0.133	0.742	0.75	0.59
FullSet	0	Raw	GSA	OEE	340000	15	110	134	95	0.537	0.451	0.463	0.549	0.49	0.492	0.324
FullSet	0	QCd	GSA	OEE	340000	15	72	9	37	0.661	0.889	0.339	0.111	0.758	0.766	0.61
FullSet	0	Raw	GSA	OEE	340000	20	109	126	90	0.548	0.464	0.452	0.536	0.502	0.504	0.335
FullSet	0	QCd	GSA	OEE	340000	20	72	9	37	0.661	0.889	0.339	0.111	0.758	0.766	0.61
FullSet	0	Raw	GSA	OEE	340000	25	107	117	86	0.554	0.478	0.446	0.522	0.513	0.515	0.345
FullSet	0	QCd	GSA	OEE	340000	25	71	9	36	0.664	0.887	0.336	0.112	0.759	0.767	0.612
FullSet	0	Raw	GSA	OEE	340000	30	104	113	74	0.584	0.479	0.416	0.521	0.527	0.529	0.357
FullSet	0	QCd	GSA	OEE	340000	30	70	8	36	0.66	0.897	0.34	0.103	0.761	0.77	0.614
FullSet	0	Raw	GSA	OEE	340000	35	103	112	71	0.592	0.479	0.408	0.521	0.53	0.533	0.36
FullSet	0	QCd	GSA	OEE	340000	35	69	8	35	0.663	0.896	0.337	0.104	0.762	0.771	0.616
FullSet	0	Raw	GSA	OEE	340000	40	102	111	66	0.607	0.479	0.393	0.521	0.535	0.539	0.366
FullSet	0	QCd	GSA	OEE	340000	40	68	8	32	0.68	0.895	0.32	0.105	0.773	0.78	0.63
FullSet	0	Raw	GSA	OEE	340000	45	98	111	61	0.616	0.469	0.384	0.531	0.533	0.538	0.363
FullSet	0	QCd	GSA	OEE	340000	45	65	8	29	0.691	0.89	0.309	0.11	0.778	0.785	0.637
FullSet	0	Raw	GSA	OEE	340000	50	95	106	57	0.625	0.473	0.375	0.527	0.538	0.544	0.368
FullSet	0	QCd	GSA	OEE	340000	50	62	8	27	0.697	0.886	0.303	0.114	0.78	0.786	0.639
FullSet	0	Raw	GSA	OEE	360000	10	105	123	86	0.55	0.461	0.45	0.539	0.501	0.503	0.334
FullSet	0	QCd	GSA	OEE	360000	10	69	12	33	0.676	0.852	0.324	0.148	0.754	0.759	0.605
FullSet	0	Raw	GSA	OEE	360000	15	105	120	84	0.556	0.467	0.444	0.533	0.507	0.509	0.34
FullSet	0	QCd	GSA	OEE	360000	15	69	10	31	0.69	0.873	0.31	0.127	0.771	0.776	0.627
FullSet	0	Raw	GSA	OEE	360000	20	105	118	81	0.565	0.471	0.435	0.529	0.513	0.516	0.345
FullSet	0	QCd	GSA	OEE	360000	20	69	10	31	0.69	0.873	0.31	0.127	0.771	0.776	0.627
FullSet	0	Raw	GSA	OEE	360000	25	103	109	77	0.572	0.486	0.428	0.514	0.526	0.527	0.356
FullSet	0	QCd	GSA	OEE	360000	25	68	10	30	0.694	0.872	0.306	0.128	0.773	0.778	0.63
FullSet	0	Raw	GSA	OEE	360000	30	100	105	65	0.606	0.488	0.394	0.512	0.541	0.544	0.37
FullSet	0	QCd	GSA	OEE	360000	30	67	9	30	0.691	0.882	0.309	0.118	0.775	0.78	0.632
FullSet	0	Raw	GSA	OEE	360000	35	99	104	63	0.611	0.488	0.389	0.512	0.542	0.546	0.372
FullSet	0	QCd	GSA	OEE	360000	35	66	9	29	0.695	0.88	0.305	0.12	0.776	0.782	0.635
FullSet	0	Raw	GSA	OEE	360000	40	98	103	60	0.62	0.488	0.38	0.512	0.546	0.55	0.375
FullSet	0	QCd	GSA	OEE	360000	40	65	9	27	0.707	0.878	0.293	0.122	0.783	0.788	0.644
FullSet	0	Raw	GSA	OEE	360000	45	94	102	56	0.627	0.48	0.373	0.52	0.543	0.548	0.373
FullSet	0	QCd	GSA	OEE	360000	45	62	8	25	0.713	0.886	0.287	0.114	0.79	0.794	0.653
FullSet	0	Raw	GSA	OEE	360000	50	91	99	53	0.632	0.479	0.368	0.521	0.545	0.55	0.374
FullSet	0	QCd	GSA	OEE	360000	50	59	8	24	0.711	0.881	0.289	0.119	0.787	0.791	0.648
FullSet	0	Raw	GSA	OEE	380000	10	99	25	74	0.572	0.798	0.428	0.202	0.667	0.676	0.5
FullSet	0	QCd	GSA	OEE	380000	10	64	12	31	0.674	0.842	0.326	0.158	0.749	0.753	0.598
FullSet	0	Raw	GSA	OEE	380000	15	99	23	73	0.576	0.811	0.424	0.189	0.673	0.683	0.508
FullSet	0	QCd	GSA	OEE	380000	15	64	11	30	0.681	0.853	0.319	0.147	0.757	0.762	0.61
FullSet	0	Raw	GSA	OEE	380000	20	99	22	70	0.586	0.818	0.414	0.182	0.683	0.692	0.518
FullSet	0	QCd	GSA	OEE	380000	20	64	11	30	0.681	0.853	0.319	0.147	0.757	0.762	0.61
FullSet	0	Raw	GSA	OEE	380000	25	97	15	67	0.591	0.866	0.409	0.134	0.703	0.716	0.542
FullSet	0	QCd	GSA	OEE	380000	25	63	11	29	0.685	0.851	0.315	0.149	0.759	0.764	0.612
FullSet	0	Raw	GSA	OEE	380000	30	95	12	56	0.629	0.888	0.371	0.112	0.736	0.747	0.583
FullSet	0	QCd	GSA	OEE	380000	30	63	9	28	0.692	0.875	0.308	0.125	0.773	0.778	0.63
FullSet	0	Raw	GSA	OEE	380000	35	94	12	55	0.631	0.887	0.369	0.113	0.737	0.748	0.584
FullSet	0	QCd	GSA	OEE	380000	35	62	9	27	0.697	0.873	0.303	0.127	0.775	0.78	0.633
FullSet	0	Raw	GSA	OEE	380000	40	93	12	53	0.637	0.886	0.363	0.114	0.741	0.751	0.589
FullSet	0	QCd	GSA	OEE	380000	40	61	9	26	0.701	0.871	0.299	0.129	0.777	0.782	0.635
FullSet	0	Raw	GSA	OEE	380000	45	89	11	49	0.645	0.89	0.355	0.11	0.748	0.758	0.597
FullSet	0	QCd	GSA	OEE	380000	45	58	8	24	0.707	0.879	0.293	0.121	0.784	0.788	0.644
FullSet	0	Raw	GSA	OEE	380000	50	86	11	47	0.647	0.887	0.353	0.113	0.748	0.757	0.597
FullSet	0	QCd	GSA	OEE	380000	50	55	8	23	0.705	0.873	0.295	0.127	0.78	0.785	0.64
FullSet	0	Raw	GSA	OEE	400000	10	90	23	62	0.592	0.796	0.408	0.204	0.679	0.687	0.514
FullSet	0	QCd	GSA	OEE	400000	10	56	9	24	0.7	0.862	0.3	0.138	0.772	0.777	0.629
FullSet	0	Raw	GSA	OEE	400000	15	90	21	61	0.596	0.811	0.404	0.189	0.687	0.695	0.523
FullSet	0	QCd	GSA	OEE	400000	15	56	8	23	0.709	0.875	0.291	0.125	0.783	0.788	0.644
FullSet	0	Raw	GSA	OEE	400000	20	90	20	59	0.604	0.818	0.396	0.182	0.695	0.703	0.533
FullSet	0	QCd	GSA	OEE	400000	20	56	8	23	0.709	0.875	0.291	0.125	0.783	0.788	0.644
FullSet	0	Raw	GSA	OEE	400000	25	88	13	56	0.611	0.871	0.389	0.129	0.718	0.73	0.561
FullSet	0	QCd	GSA	OEE	400000	25	55	8	22	0.714	0.873	0.286	0.127	0.786	0.79	0.647
FullSet	0	Raw	GSA	OEE	400000	30	86	11	46	0.652	0.887	0.348	0.113	0.751	0.76	0.601
FullSet	0	QCd	GSA	OEE	400000	30	55	7	22	0.714	0.887	0.286	0.113	0.791	0.796	0.655
FullSet	0	Raw	GSA	OEE	400000	35	85	11	46	0.649	0.885	0.351	0.115	0.749	0.758	0.599
FullSet	0	QCd	GSA	OEE	400000	35	54	7	22	0.711	0.885	0.289	0.115	0.788	0.793	0.651
FullSet	0	Raw	GSA	OEE	400000	40	84	11	44	0.656	0.884	0.344	0.116	0.753	0.762	0.604
FullSet	0	QCd	GSA	OEE	400000	40	53	7	21	0.716	0.883	0.284	0.117	0.791	0.795	0.654
FullSet	0	Raw	GSA	OEE	400000	45	80	10	40	0.667	0.889	0.333	0.111	0.762	0.77	0.615
FullSet	0	QCd	GSA	OEE	400000	45	50	6	19	0.725	0.893	0.275	0.107	0.8	0.804	0.667
FullSet	0	Raw	GSA	OEE	400000	50	80	10	39	0.672	0.889	0.328	0.111	0.766	0.773	0.62
FullSet	0	QCd	GSA	OEE	400000	50	50	6	19	0.725	0.893	0.275	0.107	0.8	0.804	0.667
FullSet	0	Raw	GSA	OEE	420000	10	71	22	49	0.592	0.763	0.408	0.237	0.667	0.672	0.5
FullSet	0	QCd	GSA	OEE	420000	10	43	9	23	0.652	0.827	0.348	0.173	0.729	0.734	0.573
FullSet	0	Raw	GSA	OEE	420000	15	71	21	48	0.597	0.772	0.403	0.228	0.673	0.679	0.507
FullSet	0	QCd	GSA	OEE	420000	15	43	9	23	0.652	0.827	0.348	0.173	0.729	0.734	0.573
FullSet	0	Raw	GSA	OEE	420000	20	71	20	47	0.602	0.78	0.398	0.22	0.679	0.685	0.514
FullSet	0	QCd	GSA	OEE	420000	20	43	9	23	0.652	0.827	0.348	0.173	0.729	0.734	0.573
FullSet	0	Raw	GSA	OEE	420000	25	69	15	40	0.633	0.821	0.367	0.179	0.715	0.721	0.556
FullSet	0	QCd	GSA	OEE	420000	25	42	9	22	0.656	0.824	0.344	0.176	0.73	0.735	0.575
FullSet	0	Raw	GSA	OEE	420000	30	69	12	37	0.651	0.852	0.349	0.148	0.738	0.745	0.585
FullSet	0	QCd	GSA	OEE	420000	30	42	8	22	0.656	0.84	0.344	0.16	0.737	0.742	0.583
FullSet	0	Raw	GSA	OEE	420000	35	68	12	37	0.648	0.85	0.352	0.15	0.735	0.742	0.581
FullSet	0	QCd	GSA	OEE	420000	35	41	8	22	0.651	0.837	0.349	0.163	0.732	0.738	0.577
FullSet	0	Raw	GSA	OEE	420000	40	68	12	34	0.667	0.85	0.333	0.15	0.747	0.753	0.596
FullSet	0	QCd	GSA	OEE	420000	40	41	8	20	0.672	0.837	0.328	0.163	0.745	0.75	0.594
FullSet	0	Raw	GSA	OEE	420000	45	64	11	30	0.681	0.853	0.319	0.147	0.757	0.762	0.61
FullSet	0	QCd	GSA	OEE	420000	45	38	7	18	0.679	0.844	0.321	0.156	0.752	0.757	0.603
FullSet	0	Raw	GSA	OEE	420000	50	64	11	29	0.688	0.853	0.312	0.147	0.762	0.766	0.615
FullSet	0	QCd	GSA	OEE	420000	50	38	7	18	0.679	0.844	0.321	0.156	0.752	0.757	0.603
FullSet	0	Raw	GSA	OEE	440000	10	67	15	39	0.632	0.817	0.368	0.183	0.713	0.719	0.554
FullSet	0	QCd	GSA	OEE	440000	10	40	4	15	0.727	0.909	0.273	0.091	0.808	0.813	0.678
FullSet	0	Raw	GSA	OEE	440000	15	67	14	38	0.638	0.827	0.362	0.173	0.72	0.727	0.563
FullSet	0	QCd	GSA	OEE	440000	15	40	4	15	0.727	0.909	0.273	0.091	0.808	0.813	0.678
FullSet	0	Raw	GSA	OEE	440000	20	67	13	37	0.644	0.838	0.356	0.162	0.728	0.735	0.573
FullSet	0	QCd	GSA	OEE	440000	20	40	4	15	0.727	0.909	0.273	0.091	0.808	0.813	0.678
FullSet	0	Raw	GSA	OEE	440000	25	66	9	31	0.68	0.88	0.32	0.12	0.767	0.774	0.623
FullSet	0	QCd	GSA	OEE	440000	25	40	4	15	0.727	0.909	0.273	0.091	0.808	0.813	0.678
FullSet	0	Raw	GSA	OEE	440000	30	66	7	28	0.702	0.904	0.298	0.096	0.79	0.797	0.653
FullSet	0	QCd	GSA	OEE	440000	30	40	4	15	0.727	0.909	0.273	0.091	0.808	0.813	0.678
FullSet	0	Raw	GSA	OEE	440000	35	65	7	28	0.699	0.903	0.301	0.097	0.788	0.794	0.65
FullSet	0	QCd	GSA	OEE	440000	35	39	4	15	0.722	0.907	0.278	0.093	0.804	0.809	0.672
FullSet	0	Raw	GSA	OEE	440000	40	65	7	26	0.714	0.903	0.286	0.097	0.798	0.803	0.663
FullSet	0	QCd	GSA	OEE	440000	40	39	4	14	0.736	0.907	0.264	0.093	0.812	0.817	0.684
FullSet	0	Raw	GSA	OEE	440000	45	61	6	23	0.726	0.91	0.274	0.09	0.808	0.813	0.678
FullSet	0	QCd	GSA	OEE	440000	45	36	3	13	0.735	0.923	0.265	0.077	0.818	0.824	0.692
FullSet	0	Raw	GSA	OEE	440000	50	61	6	23	0.726	0.91	0.274	0.09	0.808	0.813	0.678
FullSet	0	QCd	GSA	OEE	440000	50	36	3	13	0.735	0.923	0.265	0.077	0.818	0.824	0.692
FullSet	0	Raw	GSA	OEE	460000	10	61	14	35	0.635	0.813	0.365	0.187	0.713	0.719	0.555
FullSet	0	QCd	GSA	OEE	460000	10	35	5	14	0.714	0.875	0.286	0.125	0.787	0.791	0.648
FullSet	0	Raw	GSA	OEE	460000	15	61	13	34	0.642	0.824	0.358	0.176	0.722	0.728	0.565
FullSet	0	QCd	GSA	OEE	460000	15	35	5	14	0.714	0.875	0.286	0.125	0.787	0.791	0.648
FullSet	0	Raw	GSA	OEE	460000	20	61	13	33	0.649	0.824	0.351	0.176	0.726	0.731	0.57
FullSet	0	QCd	GSA	OEE	460000	20	35	5	14	0.714	0.875	0.286	0.125	0.787	0.791	0.648
FullSet	0	Raw	GSA	OEE	460000	25	60	10	28	0.682	0.857	0.318	0.143	0.759	0.764	0.612
FullSet	0	QCd	GSA	OEE	460000	25	35	5	14	0.714	0.875	0.286	0.125	0.787	0.791	0.648
FullSet	0	Raw	GSA	OEE	460000	30	60	8	26	0.698	0.882	0.302	0.118	0.779	0.785	0.638
FullSet	0	QCd	GSA	OEE	460000	30	35	5	14	0.714	0.875	0.286	0.125	0.787	0.791	0.648
FullSet	0	Raw	GSA	OEE	460000	35	60	7	25	0.706	0.896	0.294	0.104	0.789	0.795	0.652
FullSet	0	QCd	GSA	OEE	460000	35	35	4	13	0.729	0.897	0.271	0.103	0.805	0.809	0.673
FullSet	0	Raw	GSA	OEE	460000	40	60	7	23	0.723	0.896	0.277	0.104	0.8	0.805	0.667
FullSet	0	QCd	GSA	OEE	460000	40	35	4	12	0.745	0.897	0.255	0.103	0.814	0.817	0.686
FullSet	0	Raw	GSA	OEE	460000	45	57	6	21	0.731	0.905	0.269	0.095	0.809	0.813	0.679
FullSet	0	QCd	GSA	OEE	460000	45	33	3	11	0.75	0.917	0.25	0.083	0.825	0.829	0.702
FullSet	0	Raw	GSA	OEE	460000	50	57	6	21	0.731	0.905	0.269	0.095	0.809	0.813	0.679
FullSet	0	QCd	GSA	OEE	460000	50	33	3	11	0.75	0.917	0.25	0.083	0.825	0.829	0.702
FullSet	0	Raw	GSA	OEE	480000	10	58	12	35	0.624	0.829	0.376	0.171	0.712	0.719	0.552
FullSet	0	QCd	GSA	OEE	480000	10	35	4	13	0.729	0.897	0.271	0.103	0.805	0.809	0.673
FullSet	0	Raw	GSA	OEE	480000	15	58	11	34	0.63	0.841	0.37	0.159	0.72	0.728	0.563
FullSet	0	QCd	GSA	OEE	480000	15	35	4	13	0.729	0.897	0.271	0.103	0.805	0.809	0.673
FullSet	0	Raw	GSA	OEE	480000	20	58	11	33	0.637	0.841	0.363	0.159	0.725	0.732	0.569
FullSet	0	QCd	GSA	OEE	480000	20	35	4	13	0.729	0.897	0.271	0.103	0.805	0.809	0.673
FullSet	0	Raw	GSA	OEE	480000	25	57	9	28	0.671	0.864	0.329	0.136	0.755	0.761	0.606
FullSet	0	QCd	GSA	OEE	480000	25	35	4	13	0.729	0.897	0.271	0.103	0.805	0.809	0.673
FullSet	0	Raw	GSA	OEE	480000	30	57	7	26	0.687	0.891	0.313	0.109	0.776	0.782	0.633
FullSet	0	QCd	GSA	OEE	480000	30	35	4	13	0.729	0.897	0.271	0.103	0.805	0.809	0.673
FullSet	0	Raw	GSA	OEE	480000	35	57	6	25	0.695	0.905	0.305	0.095	0.786	0.793	0.648
FullSet	0	QCd	GSA	OEE	480000	35	35	3	12	0.745	0.921	0.255	0.079	0.824	0.828	0.7
FullSet	0	Raw	GSA	OEE	480000	40	57	6	23	0.713	0.905	0.288	0.095	0.797	0.803	0.663
FullSet	0	QCd	GSA	OEE	480000	40	35	3	11	0.761	0.921	0.239	0.079	0.833	0.837	0.714
FullSet	0	Raw	GSA	OEE	480000	45	54	5	21	0.72	0.915	0.28	0.085	0.806	0.812	0.675
FullSet	0	QCd	GSA	OEE	480000	45	33	2	10	0.767	0.943	0.233	0.057	0.846	0.851	0.733
FullSet	0	Raw	GSA	OEE	480000	50	54	5	21	0.72	0.915	0.28	0.085	0.806	0.812	0.675
FullSet	0	QCd	GSA	OEE	480000	50	33	2	10	0.767	0.943	0.233	0.057	0.846	0.851	0.733
FullSet	0	Raw	GSA	OEE	500000	10	49	11	30	0.62	0.817	0.38	0.183	0.705	0.712	0.544
FullSet	0	QCd	GSA	OEE	500000	10	29	3	9	0.763	0.906	0.237	0.094	0.829	0.832	0.707
FullSet	0	Raw	GSA	OEE	500000	15	49	10	29	0.628	0.831	0.372	0.169	0.715	0.722	0.557
FullSet	0	QCd	GSA	OEE	500000	15	29	3	9	0.763	0.906	0.237	0.094	0.829	0.832	0.707
FullSet	0	Raw	GSA	OEE	500000	20	49	10	28	0.636	0.831	0.364	0.169	0.721	0.727	0.563
FullSet	0	QCd	GSA	OEE	500000	20	29	3	9	0.763	0.906	0.237	0.094	0.829	0.832	0.707
FullSet	0	Raw	GSA	OEE	500000	25	48	8	23	0.676	0.857	0.324	0.143	0.756	0.761	0.608
FullSet	0	QCd	GSA	OEE	500000	25	29	3	9	0.763	0.906	0.237	0.094	0.829	0.832	0.707
FullSet	0	Raw	GSA	OEE	500000	30	48	6	21	0.696	0.889	0.304	0.111	0.78	0.786	0.64
FullSet	0	QCd	GSA	OEE	500000	30	29	3	9	0.763	0.906	0.237	0.094	0.829	0.832	0.707
FullSet	0	Raw	GSA	OEE	500000	35	48	6	21	0.696	0.889	0.304	0.111	0.78	0.786	0.64
FullSet	0	QCd	GSA	OEE	500000	35	29	3	9	0.763	0.906	0.237	0.094	0.829	0.832	0.707
FullSet	0	Raw	GSA	OEE	500000	40	48	6	19	0.716	0.889	0.284	0.111	0.793	0.798	0.658
FullSet	0	QCd	GSA	OEE	500000	40	29	3	8	0.784	0.906	0.216	0.094	0.841	0.843	0.725
FullSet	0	Raw	GSA	OEE	500000	45	45	5	17	0.726	0.9	0.274	0.1	0.804	0.808	0.672
FullSet	0	QCd	GSA	OEE	500000	45	27	2	7	0.794	0.931	0.206	0.069	0.857	0.86	0.75
FullSet	0	Raw	GSA	OEE	500000	50	45	5	17	0.726	0.9	0.274	0.1	0.804	0.808	0.672
FullSet	0	QCd	GSA	OEE	500000	50	27	2	7	0.794	0.931	0.206	0.069	0.857	0.86	0.75
PerfectMatch	0	Raw	GSA	OEE	20000	10	904	448	5082	0.151	0.669	0.849	0.331	0.246	0.318	0.141
PerfectMatch	0	QCd	GSA	OEE	20000	10	695	212	3955	0.149	0.766	0.851	0.234	0.25	0.338	0.143
PerfectMatch	0	Raw	GSA	OEE	20000	15	750	372	3319	0.184	0.668	0.816	0.332	0.289	0.351	0.169
PerfectMatch	0	QCd	GSA	OEE	20000	15	573	180	2575	0.182	0.761	0.818	0.239	0.294	0.372	0.172
PerfectMatch	0	Raw	GSA	OEE	20000	20	581	342	2283	0.203	0.629	0.797	0.371	0.307	0.357	0.181
PerfectMatch	0	QCd	GSA	OEE	20000	20	434	190	1785	0.196	0.696	0.804	0.304	0.305	0.369	0.18
PerfectMatch	0	Raw	GSA	OEE	20000	25	499	299	1626	0.235	0.625	0.765	0.375	0.341	0.383	0.206
PerfectMatch	0	QCd	GSA	OEE	20000	25	371	165	1260	0.227	0.692	0.773	0.308	0.342	0.397	0.207
PerfectMatch	0	Raw	GSA	OEE	20000	30	397	257	1189	0.25	0.607	0.75	0.393	0.354	0.39	0.215
PerfectMatch	0	QCd	GSA	OEE	20000	30	292	145	920	0.241	0.668	0.759	0.332	0.354	0.401	0.215
PerfectMatch	0	Raw	GSA	OEE	20000	35	345	191	777	0.307	0.644	0.693	0.356	0.416	0.445	0.263
PerfectMatch	0	QCd	GSA	OEE	20000	35	252	96	574	0.305	0.724	0.695	0.276	0.429	0.47	0.273
PerfectMatch	0	Raw	GSA	OEE	20000	40	307	144	534	0.365	0.681	0.635	0.319	0.475	0.498	0.312
PerfectMatch	0	QCd	GSA	OEE	20000	40	222	73	406	0.354	0.753	0.646	0.247	0.481	0.516	0.317
PerfectMatch	0	Raw	GSA	OEE	20000	45	255	103	320	0.443	0.712	0.557	0.288	0.547	0.562	0.376
PerfectMatch	0	QCd	GSA	OEE	20000	45	183	51	225	0.449	0.782	0.551	0.218	0.57	0.592	0.399
PerfectMatch	0	Raw	GSA	OEE	20000	50	227	89	238	0.488	0.718	0.512	0.282	0.581	0.592	0.41
PerfectMatch	0	QCd	GSA	OEE	20000	50	162	44	163	0.498	0.786	0.502	0.214	0.61	0.626	0.439
PerfectMatch	0	Raw	GSA	OEE	40000	10	745	333	3608	0.171	0.691	0.829	0.309	0.274	0.344	0.159
PerfectMatch	0	QCd	GSA	OEE	40000	10	567	159	2797	0.169	0.781	0.831	0.219	0.277	0.363	0.161
PerfectMatch	0	Raw	GSA	OEE	40000	15	680	306	2637	0.205	0.69	0.795	0.31	0.316	0.376	0.188
PerfectMatch	0	QCd	GSA	OEE	40000	15	516	148	2044	0.202	0.777	0.798	0.223	0.32	0.396	0.191
