Method	MaxD	QC	Ref	Mat	LEN_Cutoff	N_SNP_Cutoff	TP	FP	FN	Sensitivity	PPV	FNR	FDR	F1	FMI	JI
Pos	10000	Raw	GSA	OEE	20000	10	1721	2202	4881	0.261	0.439	0.739	0.561	0.327	0.338	0.195
Pos	10000	QCd	GSA	OEE	20000	10	1288	654	3361	0.277	0.663	0.723	0.337	0.391	0.429	0.243
Pos	10000	Raw	GSA	OEE	20000	15	1248	1705	3261	0.277	0.423	0.723	0.577	0.334	0.342	0.201
Pos	10000	QCd	GSA	OEE	20000	15	925	442	2113	0.304	0.677	0.696	0.323	0.42	0.454	0.266
Pos	10000	Raw	GSA	OEE	20000	20	904	1423	2266	0.285	0.388	0.715	0.612	0.329	0.333	0.197
Pos	10000	QCd	GSA	OEE	20000	20	671	363	1411	0.322	0.649	0.678	0.351	0.431	0.457	0.274
Pos	10000	Raw	GSA	OEE	20000	25	704	1222	1670	0.297	0.366	0.703	0.634	0.327	0.329	0.196
Pos	10000	QCd	GSA	OEE	20000	25	522	300	1015	0.34	0.635	0.66	0.365	0.443	0.464	0.284
Pos	10000	Raw	GSA	OEE	20000	30	552	1044	1237	0.309	0.346	0.691	0.654	0.326	0.327	0.195
Pos	10000	QCd	GSA	OEE	20000	30	411	274	732	0.36	0.6	0.64	0.4	0.45	0.464	0.29
Pos	10000	Raw	GSA	OEE	20000	35	453	903	911	0.332	0.334	0.668	0.666	0.333	0.333	0.2
Pos	10000	QCd	GSA	OEE	20000	35	335	227	527	0.389	0.596	0.611	0.404	0.471	0.481	0.308
Pos	10000	Raw	GSA	OEE	20000	40	384	743	634	0.377	0.341	0.623	0.659	0.358	0.359	0.218
Pos	10000	QCd	GSA	OEE	20000	40	282	165	378	0.427	0.631	0.573	0.369	0.509	0.519	0.342
Pos	10000	Raw	GSA	OEE	20000	45	329	647	502	0.396	0.337	0.604	0.663	0.364	0.365	0.223
Pos	10000	QCd	GSA	OEE	20000	45	242	140	286	0.458	0.634	0.542	0.366	0.532	0.539	0.362
Pos	10000	Raw	GSA	OEE	20000	50	270	560	392	0.408	0.325	0.592	0.675	0.362	0.364	0.221
Pos	10000	QCd	GSA	OEE	20000	50	196	106	212	0.48	0.649	0.52	0.351	0.552	0.558	0.381
Pos	10000	Raw	GSA	OEE	40000	10	1393	1475	3520	0.284	0.486	0.716	0.514	0.358	0.371	0.218
Pos	10000	QCd	GSA	OEE	40000	10	1042	351	2362	0.306	0.748	0.694	0.252	0.434	0.479	0.277
Pos	10000	Raw	GSA	OEE	40000	15	1138	1264	2578	0.306	0.474	0.694	0.526	0.372	0.381	0.229
Pos	10000	QCd	GSA	OEE	40000	15	850	279	1658	0.339	0.753	0.661	0.247	0.467	0.505	0.305
Pos	10000	Raw	GSA	OEE	40000	20	858	1144	1847	0.317	0.429	0.683	0.571	0.365	0.369	0.223
Pos	10000	QCd	GSA	OEE	40000	20	640	272	1155	0.357	0.702	0.643	0.298	0.473	0.5	0.31
Pos	10000	Raw	GSA	OEE	40000	25	680	1058	1442	0.32	0.391	0.68	0.609	0.352	0.354	0.214
Pos	10000	QCd	GSA	OEE	40000	25	505	268	870	0.367	0.653	0.633	0.347	0.47	0.49	0.307
Pos	10000	Raw	GSA	OEE	40000	30	538	904	1079	0.333	0.373	0.667	0.627	0.352	0.352	0.213
Pos	10000	QCd	GSA	OEE	40000	30	400	246	633	0.387	0.619	0.613	0.381	0.476	0.49	0.313
Pos	10000	Raw	GSA	OEE	40000	35	445	789	811	0.354	0.361	0.646	0.639	0.357	0.357	0.218
Pos	10000	QCd	GSA	OEE	40000	35	330	203	465	0.415	0.619	0.585	0.381	0.497	0.507	0.331
Pos	10000	Raw	GSA	OEE	40000	40	378	669	579	0.395	0.361	0.605	0.639	0.377	0.378	0.232
Pos	10000	QCd	GSA	OEE	40000	40	278	156	337	0.452	0.641	0.548	0.359	0.53	0.538	0.361
Pos	10000	Raw	GSA	OEE	40000	45	327	583	463	0.414	0.359	0.586	0.641	0.385	0.386	0.238
Pos	10000	QCd	GSA	OEE	40000	45	241	132	252	0.489	0.646	0.511	0.354	0.557	0.562	0.386
Pos	10000	Raw	GSA	OEE	40000	50	269	501	369	0.422	0.349	0.578	0.651	0.382	0.384	0.236
Pos	10000	QCd	GSA	OEE	40000	50	195	100	195	0.5	0.661	0.5	0.339	0.569	0.575	0.398
Pos	10000	Raw	GSA	OEE	60000	10	1136	1118	2663	0.299	0.504	0.701	0.496	0.375	0.388	0.231
Pos	10000	QCd	GSA	OEE	60000	10	856	227	1767	0.326	0.79	0.674	0.21	0.462	0.508	0.3
Pos	10000	Raw	GSA	OEE	60000	15	971	993	2027	0.324	0.494	0.676	0.506	0.391	0.4	0.243
Pos	10000	QCd	GSA	OEE	60000	15	730	183	1323	0.356	0.8	0.644	0.2	0.492	0.533	0.326
Pos	10000	Raw	GSA	OEE	60000	20	782	957	1556	0.334	0.45	0.666	0.55	0.384	0.388	0.237
Pos	10000	QCd	GSA	OEE	60000	20	586	213	996	0.37	0.733	0.63	0.267	0.492	0.521	0.326
Pos	10000	Raw	GSA	OEE	60000	25	646	903	1228	0.345	0.417	0.655	0.583	0.377	0.379	0.233
Pos	10000	QCd	GSA	OEE	60000	25	482	223	752	0.391	0.684	0.609	0.316	0.497	0.517	0.331
Pos	10000	Raw	GSA	OEE	60000	30	522	828	958	0.353	0.387	0.647	0.613	0.369	0.369	0.226
Pos	10000	QCd	GSA	OEE	60000	30	390	221	575	0.404	0.638	0.596	0.362	0.495	0.508	0.329
Pos	10000	Raw	GSA	OEE	60000	35	436	737	740	0.371	0.372	0.629	0.628	0.371	0.371	0.228
Pos	10000	QCd	GSA	OEE	60000	35	323	191	433	0.427	0.628	0.573	0.372	0.509	0.518	0.341
Pos	10000	Raw	GSA	OEE	60000	40	375	625	544	0.408	0.375	0.592	0.625	0.391	0.391	0.243
Pos	10000	QCd	GSA	OEE	60000	40	275	146	322	0.461	0.653	0.539	0.347	0.54	0.549	0.37
Pos	10000	Raw	GSA	OEE	60000	45	325	550	437	0.427	0.371	0.573	0.629	0.397	0.398	0.248
Pos	10000	QCd	GSA	OEE	60000	45	239	128	242	0.497	0.651	0.503	0.349	0.564	0.569	0.392
Pos	10000	Raw	GSA	OEE	60000	50	268	471	352	0.432	0.363	0.568	0.637	0.394	0.396	0.246
Pos	10000	QCd	GSA	OEE	60000	50	194	96	188	0.508	0.669	0.492	0.331	0.577	0.583	0.406
Pos	10000	Raw	GSA	OEE	80000	10	944	919	2033	0.317	0.507	0.683	0.493	0.39	0.401	0.242
Pos	10000	QCd	GSA	OEE	80000	10	708	188	1357	0.343	0.79	0.657	0.21	0.478	0.52	0.314
Pos	10000	Raw	GSA	OEE	80000	15	832	841	1601	0.342	0.497	0.658	0.503	0.405	0.412	0.254
Pos	10000	QCd	GSA	OEE	80000	15	625	168	1048	0.374	0.788	0.626	0.212	0.507	0.543	0.339
Pos	10000	Raw	GSA	OEE	80000	20	695	811	1287	0.351	0.461	0.649	0.539	0.399	0.402	0.249
Pos	10000	QCd	GSA	OEE	80000	20	523	187	833	0.386	0.737	0.614	0.263	0.506	0.533	0.339
Pos	10000	Raw	GSA	OEE	80000	25	593	774	1058	0.359	0.434	0.641	0.566	0.393	0.395	0.245
Pos	10000	QCd	GSA	OEE	80000	25	444	198	658	0.403	0.692	0.597	0.308	0.509	0.528	0.342
Pos	10000	Raw	GSA	OEE	80000	30	490	729	832	0.371	0.402	0.629	0.598	0.386	0.386	0.239
Pos	10000	QCd	GSA	OEE	80000	30	366	202	508	0.419	0.644	0.581	0.356	0.508	0.519	0.34
Pos	10000	Raw	GSA	OEE	80000	35	419	655	652	0.391	0.39	0.609	0.61	0.391	0.391	0.243
Pos	10000	QCd	GSA	OEE	80000	35	309	176	388	0.443	0.637	0.557	0.363	0.523	0.531	0.354
Pos	10000	Raw	GSA	OEE	80000	40	365	567	493	0.425	0.392	0.575	0.608	0.408	0.408	0.256
Pos	10000	QCd	GSA	OEE	80000	40	267	139	294	0.476	0.658	0.524	0.342	0.552	0.559	0.381
Pos	10000	Raw	GSA	OEE	80000	45	318	510	368	0.464	0.384	0.536	0.616	0.42	0.422	0.266
Pos	10000	QCd	GSA	OEE	80000	45	234	123	221	0.514	0.655	0.486	0.345	0.576	0.581	0.405
Pos	10000	Raw	GSA	OEE	80000	50	265	435	290	0.477	0.379	0.523	0.621	0.422	0.425	0.268
Pos	10000	QCd	GSA	OEE	80000	50	192	91	171	0.529	0.678	0.471	0.322	0.594	0.599	0.423
Pos	10000	Raw	GSA	OEE	100000	10	708	763	1479	0.324	0.481	0.676	0.519	0.387	0.395	0.24
Pos	10000	QCd	GSA	OEE	100000	10	519	147	994	0.343	0.779	0.657	0.221	0.476	0.517	0.313
Pos	10000	Raw	GSA	OEE	100000	15	682	691	1250	0.353	0.497	0.647	0.503	0.413	0.419	0.26
Pos	10000	QCd	GSA	OEE	100000	15	507	130	819	0.382	0.796	0.618	0.204	0.517	0.552	0.348
Pos	10000	Raw	GSA	OEE	100000	20	591	677	1019	0.367	0.466	0.633	0.534	0.411	0.414	0.258
Pos	10000	QCd	GSA	OEE	100000	20	443	144	663	0.401	0.755	0.599	0.245	0.523	0.55	0.354
Pos	10000	Raw	GSA	OEE	100000	25	517	647	846	0.379	0.444	0.621	0.556	0.409	0.41	0.257
Pos	10000	QCd	GSA	OEE	100000	25	387	146	528	0.423	0.726	0.577	0.274	0.535	0.554	0.365
Pos	10000	Raw	GSA	OEE	100000	30	437	631	687	0.389	0.409	0.611	0.591	0.399	0.399	0.249
Pos	10000	QCd	GSA	OEE	100000	30	329	160	424	0.437	0.673	0.563	0.327	0.53	0.542	0.36
Pos	10000	Raw	GSA	OEE	100000	35	388	560	552	0.413	0.409	0.587	0.591	0.411	0.411	0.259
Pos	10000	QCd	GSA	OEE	100000	35	289	132	334	0.464	0.686	0.536	0.314	0.554	0.564	0.383
Pos	10000	Raw	GSA	OEE	100000	40	341	497	422	0.447	0.407	0.553	0.593	0.426	0.426	0.271
Pos	10000	QCd	GSA	OEE	100000	40	250	114	254	0.496	0.687	0.504	0.313	0.576	0.584	0.405
Pos	10000	Raw	GSA	OEE	100000	45	303	449	324	0.483	0.403	0.517	0.597	0.439	0.441	0.282
Pos	10000	QCd	GSA	OEE	100000	45	223	101	201	0.526	0.688	0.474	0.312	0.596	0.602	0.425
Pos	10000	Raw	GSA	OEE	100000	50	253	390	213	0.543	0.393	0.457	0.607	0.456	0.462	0.296
Pos	10000	QCd	GSA	OEE	100000	50	184	76	153	0.546	0.708	0.454	0.292	0.616	0.622	0.446
Pos	10000	Raw	GSA	OEE	120000	10	568	686	1085	0.344	0.453	0.656	0.547	0.391	0.395	0.243
Pos	10000	QCd	GSA	OEE	120000	10	422	137	711	0.372	0.755	0.628	0.245	0.499	0.53	0.332
Pos	10000	Raw	GSA	OEE	120000	15	549	627	967	0.362	0.467	0.638	0.533	0.408	0.411	0.256
Pos	10000	QCd	GSA	OEE	120000	15	412	129	630	0.395	0.762	0.605	0.238	0.521	0.549	0.352
Pos	10000	Raw	GSA	OEE	120000	20	484	605	800	0.377	0.444	0.623	0.556	0.408	0.409	0.256
Pos	10000	QCd	GSA	OEE	120000	20	362	137	529	0.406	0.725	0.594	0.275	0.521	0.543	0.352
Pos	10000	Raw	GSA	OEE	120000	25	436	582	673	0.393	0.428	0.607	0.572	0.41	0.41	0.258
Pos	10000	QCd	GSA	OEE	120000	25	328	133	427	0.434	0.711	0.566	0.289	0.539	0.556	0.369
Pos	10000	Raw	GSA	OEE	120000	30	383	564	555	0.408	0.404	0.592	0.596	0.406	0.406	0.255
Pos	10000	QCd	GSA	OEE	120000	30	292	139	351	0.454	0.677	0.546	0.323	0.544	0.555	0.373
Pos	10000	Raw	GSA	OEE	120000	35	339	520	473	0.417	0.395	0.583	0.605	0.406	0.406	0.255
Pos	10000	QCd	GSA	OEE	120000	35	255	121	295	0.464	0.678	0.536	0.322	0.551	0.561	0.38
Pos	10000	Raw	GSA	OEE	120000	40	305	474	384	0.443	0.392	0.557	0.608	0.416	0.416	0.262
Pos	10000	QCd	GSA	OEE	120000	40	226	109	232	0.493	0.675	0.507	0.325	0.57	0.577	0.399
Pos	10000	Raw	GSA	OEE	120000	45	277	429	300	0.48	0.392	0.52	0.608	0.432	0.434	0.275
Pos	10000	QCd	GSA	OEE	120000	45	205	97	185	0.526	0.679	0.474	0.321	0.592	0.597	0.421
Pos	10000	Raw	GSA	OEE	120000	50	238	368	198	0.546	0.393	0.454	0.607	0.457	0.463	0.296
Pos	10000	QCd	GSA	OEE	120000	50	173	71	141	0.551	0.709	0.449	0.291	0.62	0.625	0.449
Pos	10000	Raw	GSA	OEE	140000	10	436	581	842	0.341	0.429	0.659	0.571	0.38	0.382	0.235
Pos	10000	QCd	GSA	OEE	140000	10	323	98	548	0.371	0.767	0.629	0.233	0.5	0.533	0.333
Pos	10000	Raw	GSA	OEE	140000	15	419	535	770	0.352	0.439	0.648	0.561	0.391	0.393	0.243
Pos	10000	QCd	GSA	OEE	140000	15	314	92	495	0.388	0.773	0.612	0.227	0.517	0.548	0.349
Pos	10000	Raw	GSA	OEE	140000	20	406	508	661	0.381	0.444	0.619	0.556	0.41	0.411	0.258
Pos	10000	QCd	GSA	OEE	140000	20	305	92	433	0.413	0.768	0.587	0.232	0.537	0.563	0.367
Pos	10000	Raw	GSA	OEE	140000	25	381	490	570	0.401	0.437	0.599	0.563	0.418	0.419	0.264
Pos	10000	QCd	GSA	OEE	140000	25	287	90	364	0.441	0.761	0.559	0.239	0.558	0.579	0.387
Pos	10000	Raw	GSA	OEE	140000	30	342	474	465	0.424	0.419	0.576	0.581	0.421	0.421	0.267
Pos	10000	QCd	GSA	OEE	140000	30	261	95	296	0.469	0.733	0.531	0.267	0.572	0.586	0.4
Pos	10000	Raw	GSA	OEE	140000	35	313	453	401	0.438	0.409	0.562	0.591	0.423	0.423	0.268
Pos	10000	QCd	GSA	OEE	140000	35	235	93	254	0.481	0.716	0.519	0.284	0.575	0.587	0.404
Pos	10000	Raw	GSA	OEE	140000	40	288	420	343	0.456	0.407	0.544	0.593	0.43	0.431	0.274
Pos	10000	QCd	GSA	OEE	140000	40	213	88	208	0.506	0.708	0.494	0.292	0.59	0.598	0.418
Pos	10000	Raw	GSA	OEE	140000	45	264	392	273	0.492	0.402	0.508	0.598	0.443	0.445	0.284
Pos	10000	QCd	GSA	OEE	140000	45	195	88	168	0.537	0.689	0.463	0.311	0.604	0.608	0.432
Pos	10000	Raw	GSA	OEE	140000	50	228	338	185	0.552	0.403	0.448	0.597	0.466	0.472	0.304
Pos	10000	QCd	GSA	OEE	140000	50	166	64	129	0.563	0.722	0.437	0.278	0.632	0.637	0.462
Pos	10000	Raw	GSA	OEE	160000	10	365	487	632	0.366	0.428	0.634	0.572	0.395	0.396	0.246
Pos	10000	QCd	GSA	OEE	160000	10	270	77	405	0.4	0.778	0.6	0.222	0.528	0.558	0.359
Pos	10000	Raw	GSA	OEE	160000	15	351	446	584	0.375	0.44	0.625	0.56	0.405	0.407	0.254
Pos	10000	QCd	GSA	OEE	160000	15	264	71	367	0.418	0.788	0.582	0.212	0.547	0.574	0.376
Pos	10000	Raw	GSA	OEE	160000	20	345	419	521	0.398	0.452	0.602	0.548	0.423	0.424	0.268
Pos	10000	QCd	GSA	OEE	160000	20	261	68	328	0.443	0.793	0.557	0.207	0.569	0.593	0.397
Pos	10000	Raw	GSA	OEE	160000	25	332	404	456	0.421	0.451	0.579	0.549	0.436	0.436	0.279
Pos	10000	QCd	GSA	OEE	160000	25	252	67	281	0.473	0.79	0.527	0.21	0.592	0.611	0.42
Pos	10000	Raw	GSA	OEE	160000	30	301	389	369	0.449	0.436	0.551	0.564	0.443	0.443	0.284
Pos	10000	QCd	GSA	OEE	160000	30	230	73	229	0.501	0.759	0.499	0.241	0.604	0.617	0.432
Pos	10000	Raw	GSA	OEE	160000	35	282	376	318	0.47	0.429	0.53	0.571	0.448	0.449	0.289
Pos	10000	QCd	GSA	OEE	160000	35	213	72	195	0.522	0.747	0.478	0.253	0.615	0.625	0.444
Pos	10000	Raw	GSA	OEE	160000	40	267	353	283	0.485	0.431	0.515	0.569	0.456	0.457	0.296
Pos	10000	QCd	GSA	OEE	160000	40	198	71	168	0.541	0.736	0.459	0.264	0.624	0.631	0.453
Pos	10000	Raw	GSA	OEE	160000	45	253	328	233	0.521	0.435	0.479	0.565	0.474	0.476	0.311
Pos	10000	QCd	GSA	OEE	160000	45	188	69	146	0.563	0.732	0.437	0.268	0.636	0.642	0.467
Pos	10000	Raw	GSA	OEE	160000	50	221	293	164	0.574	0.43	0.426	0.57	0.492	0.497	0.326
Pos	10000	QCd	GSA	OEE	160000	50	161	54	112	0.59	0.749	0.41	0.251	0.66	0.665	0.492
Pos	10000	Raw	GSA	OEE	180000	10	291	398	412	0.414	0.422	0.586	0.578	0.418	0.418	0.264
Pos	10000	QCd	GSA	OEE	180000	10	215	50	264	0.449	0.811	0.551	0.189	0.578	0.603	0.406
Pos	10000	Raw	GSA	OEE	180000	15	282	358	367	0.435	0.441	0.565	0.559	0.438	0.438	0.28
Pos	10000	QCd	GSA	OEE	180000	15	210	42	231	0.476	0.833	0.524	0.167	0.606	0.63	0.435
Pos	10000	Raw	GSA	OEE	180000	20	276	337	333	0.453	0.45	0.547	0.55	0.452	0.452	0.292
Pos	10000	QCd	GSA	OEE	180000	20	207	42	211	0.495	0.831	0.505	0.169	0.621	0.642	0.45
Pos	10000	Raw	GSA	OEE	180000	25	270	322	301	0.473	0.456	0.527	0.544	0.464	0.464	0.302
Pos	10000	QCd	GSA	OEE	180000	25	204	39	189	0.519	0.84	0.481	0.16	0.642	0.66	0.472
Pos	10000	Raw	GSA	OEE	180000	30	262	304	255	0.507	0.463	0.493	0.537	0.484	0.484	0.319
Pos	10000	QCd	GSA	OEE	180000	30	199	38	166	0.545	0.84	0.455	0.16	0.661	0.677	0.494
Pos	10000	Raw	GSA	OEE	180000	35	251	295	231	0.521	0.46	0.479	0.54	0.488	0.489	0.323
Pos	10000	QCd	GSA	OEE	180000	35	189	34	149	0.559	0.848	0.441	0.152	0.674	0.688	0.508
Pos	10000	Raw	GSA	OEE	180000	40	239	277	202	0.542	0.463	0.458	0.537	0.499	0.501	0.333
Pos	10000	QCd	GSA	OEE	180000	40	177	34	126	0.584	0.839	0.416	0.161	0.689	0.7	0.525
Pos	10000	Raw	GSA	OEE	180000	45	228	254	162	0.585	0.473	0.415	0.527	0.523	0.526	0.354
Pos	10000	QCd	GSA	OEE	180000	45	169	30	111	0.604	0.849	0.396	0.151	0.706	0.716	0.545
Pos	10000	Raw	GSA	OEE	180000	50	212	244	140	0.602	0.465	0.398	0.535	0.525	0.529	0.356
Pos	10000	QCd	GSA	OEE	180000	50	155	28	93	0.625	0.847	0.375	0.153	0.719	0.728	0.562
Pos	10000	Raw	GSA	OEE	200000	10	266	329	303	0.467	0.447	0.533	0.553	0.457	0.457	0.296
Pos	10000	QCd	GSA	OEE	200000	10	197	41	201	0.495	0.828	0.505	0.172	0.619	0.64	0.449
Pos	10000	Raw	GSA	OEE	200000	15	257	293	270	0.488	0.467	0.512	0.533	0.477	0.477	0.313
Pos	10000	QCd	GSA	OEE	200000	15	192	34	176	0.522	0.85	0.478	0.15	0.646	0.666	0.478
Pos	10000	Raw	GSA	OEE	200000	20	252	274	244	0.508	0.479	0.492	0.521	0.493	0.493	0.327
Pos	10000	QCd	GSA	OEE	200000	20	190	33	160	0.543	0.852	0.457	0.148	0.663	0.68	0.496
Pos	10000	Raw	GSA	OEE	200000	25	247	260	224	0.524	0.487	0.476	0.513	0.505	0.505	0.338
Pos	10000	QCd	GSA	OEE	200000	25	187	31	147	0.56	0.858	0.44	0.142	0.678	0.693	0.512
Pos	10000	Raw	GSA	OEE	200000	30	241	244	202	0.544	0.497	0.456	0.503	0.519	0.52	0.351
Pos	10000	QCd	GSA	OEE	200000	30	183	29	142	0.563	0.863	0.437	0.137	0.682	0.697	0.517
Pos	10000	Raw	GSA	OEE	200000	35	232	237	183	0.559	0.495	0.441	0.505	0.525	0.526	0.356
Pos	10000	QCd	GSA	OEE	200000	35	175	25	128	0.578	0.875	0.422	0.125	0.696	0.711	0.534
Pos	10000	Raw	GSA	OEE	200000	40	221	228	161	0.579	0.492	0.421	0.508	0.532	0.534	0.362
Pos	10000	QCd	GSA	OEE	200000	40	164	27	110	0.599	0.859	0.401	0.141	0.705	0.717	0.545
Pos	10000	Raw	GSA	OEE	200000	45	213	217	144	0.597	0.495	0.403	0.505	0.541	0.544	0.371
Pos	10000	QCd	GSA	OEE	200000	45	158	24	100	0.612	0.868	0.388	0.132	0.718	0.729	0.56
Pos	10000	Raw	GSA	OEE	200000	50	201	211	125	0.617	0.488	0.383	0.512	0.545	0.548	0.374
Pos	10000	QCd	GSA	OEE	200000	50	147	23	84	0.636	0.865	0.364	0.135	0.733	0.742	0.579
Pos	10000	Raw	GSA	OEE	220000	10	216	272	234	0.48	0.443	0.52	0.557	0.461	0.461	0.299
Pos	10000	QCd	GSA	OEE	220000	10	163	28	151	0.519	0.853	0.481	0.147	0.646	0.666	0.477
Pos	10000	Raw	GSA	OEE	220000	15	209	243	209	0.5	0.462	0.5	0.538	0.48	0.481	0.316
Pos	10000	QCd	GSA	OEE	220000	15	160	23	134	0.544	0.874	0.456	0.126	0.671	0.69	0.505
Pos	10000	Raw	GSA	OEE	220000	20	205	228	181	0.531	0.473	0.469	0.527	0.501	0.501	0.334
Pos	10000	QCd	GSA	OEE	220000	20	159	24	120	0.57	0.869	0.43	0.131	0.688	0.704	0.525
Pos	10000	Raw	GSA	OEE	220000	25	201	217	168	0.545	0.481	0.455	0.519	0.511	0.512	0.343
Pos	10000	QCd	GSA	OEE	220000	25	156	23	111	0.584	0.872	0.416	0.128	0.7	0.714	0.538
Pos	10000	Raw	GSA	OEE	220000	30	196	208	142	0.58	0.485	0.42	0.515	0.528	0.53	0.359
Pos	10000	QCd	GSA	OEE	220000	30	152	24	110	0.58	0.864	0.42	0.136	0.694	0.708	0.531
Pos	10000	Raw	GSA	OEE	220000	35	190	203	130	0.594	0.483	0.406	0.517	0.533	0.536	0.363
Pos	10000	QCd	GSA	OEE	220000	35	147	20	100	0.595	0.88	0.405	0.12	0.71	0.724	0.551
Pos	10000	Raw	GSA	OEE	220000	40	181	200	117	0.607	0.475	0.393	0.525	0.533	0.537	0.363
Pos	10000	QCd	GSA	OEE	220000	40	138	22	87	0.613	0.863	0.387	0.138	0.717	0.727	0.559
Pos	10000	Raw	GSA	OEE	220000	45	174	190	100	0.635	0.478	0.365	0.522	0.545	0.551	0.375
Pos	10000	QCd	GSA	OEE	220000	45	133	19	77	0.633	0.875	0.367	0.125	0.735	0.744	0.581
Pos	10000	Raw	GSA	OEE	220000	50	165	185	90	0.647	0.471	0.353	0.529	0.545	0.552	0.375
Pos	10000	QCd	GSA	OEE	220000	50	125	18	68	0.648	0.874	0.352	0.126	0.744	0.752	0.592
Pos	10000	Raw	GSA	OEE	240000	10	186	237	194	0.489	0.44	0.511	0.56	0.463	0.464	0.301
Pos	10000	QCd	GSA	OEE	240000	10	140	25	124	0.53	0.848	0.47	0.152	0.653	0.671	0.484
Pos	10000	Raw	GSA	OEE	240000	15	181	224	183	0.497	0.447	0.503	0.553	0.471	0.471	0.308
Pos	10000	QCd	GSA	OEE	240000	15	137	24	117	0.539	0.851	0.461	0.149	0.66	0.677	0.493
Pos	10000	Raw	GSA	OEE	240000	20	178	209	162	0.524	0.46	0.476	0.54	0.49	0.491	0.324
Pos	10000	QCd	GSA	OEE	240000	20	137	24	109	0.557	0.851	0.443	0.149	0.673	0.688	0.507
Pos	10000	Raw	GSA	OEE	240000	25	176	198	150	0.54	0.471	0.46	0.529	0.503	0.504	0.336
Pos	10000	QCd	GSA	OEE	240000	25	136	23	102	0.571	0.855	0.429	0.145	0.685	0.699	0.521
Pos	10000	Raw	GSA	OEE	240000	30	172	189	125	0.579	0.476	0.421	0.524	0.523	0.525	0.354
Pos	10000	QCd	GSA	OEE	240000	30	133	23	101	0.568	0.853	0.432	0.147	0.682	0.696	0.518
Pos	10000	Raw	GSA	OEE	240000	35	168	183	112	0.6	0.479	0.4	0.521	0.532	0.536	0.363
Pos	10000	QCd	GSA	OEE	240000	35	129	19	89	0.592	0.872	0.408	0.128	0.705	0.718	0.544
Pos	10000	Raw	GSA	OEE	240000	40	161	183	103	0.61	0.468	0.39	0.532	0.53	0.534	0.36
Pos	10000	QCd	GSA	OEE	240000	40	122	20	79	0.607	0.859	0.393	0.141	0.711	0.722	0.552
Pos	10000	Raw	GSA	OEE	240000	45	154	176	90	0.631	0.467	0.369	0.533	0.537	0.543	0.367
Pos	10000	QCd	GSA	OEE	240000	45	117	19	73	0.616	0.86	0.384	0.14	0.718	0.728	0.56
Pos	10000	Raw	GSA	OEE	240000	50	146	171	80	0.646	0.461	0.354	0.539	0.538	0.545	0.368
Pos	10000	QCd	GSA	OEE	240000	50	110	18	64	0.632	0.859	0.368	0.141	0.728	0.737	0.573
Pos	10000	Raw	GSA	OEE	260000	10	156	190	139	0.529	0.451	0.471	0.549	0.487	0.488	0.322
Pos	10000	QCd	GSA	OEE	260000	10	117	23	96	0.549	0.836	0.451	0.164	0.663	0.678	0.496
Pos	10000	Raw	GSA	OEE	260000	15	154	183	130	0.542	0.457	0.458	0.543	0.496	0.498	0.33
Pos	10000	QCd	GSA	OEE	260000	15	116	21	92	0.558	0.847	0.442	0.153	0.672	0.687	0.507
Pos	10000	Raw	GSA	OEE	260000	20	151	171	114	0.57	0.469	0.43	0.531	0.514	0.517	0.346
Pos	10000	QCd	GSA	OEE	260000	20	116	21	86	0.574	0.847	0.426	0.153	0.684	0.697	0.52
Pos	10000	Raw	GSA	OEE	260000	25	149	164	109	0.578	0.476	0.422	0.524	0.522	0.524	0.353
Pos	10000	QCd	GSA	OEE	260000	25	115	20	83	0.581	0.852	0.419	0.148	0.691	0.703	0.528
Pos	10000	Raw	GSA	OEE	260000	30	147	155	97	0.602	0.487	0.398	0.513	0.538	0.542	0.368
Pos	10000	QCd	GSA	OEE	260000	30	114	19	83	0.579	0.857	0.421	0.143	0.691	0.704	0.528
Pos	10000	Raw	GSA	OEE	260000	35	143	152	87	0.622	0.485	0.378	0.515	0.545	0.549	0.374
Pos	10000	QCd	GSA	OEE	260000	35	110	17	74	0.598	0.866	0.402	0.134	0.707	0.72	0.547
Pos	10000	Raw	GSA	OEE	260000	40	142	149	82	0.634	0.488	0.366	0.512	0.551	0.556	0.381
Pos	10000	QCd	GSA	OEE	260000	40	109	14	68	0.616	0.886	0.384	0.114	0.727	0.739	0.571
Pos	10000	Raw	GSA	OEE	260000	45	135	147	71	0.655	0.479	0.345	0.521	0.553	0.56	0.382
Pos	10000	QCd	GSA	OEE	260000	45	104	14	62	0.627	0.881	0.373	0.119	0.732	0.743	0.578
Pos	10000	Raw	GSA	OEE	260000	50	128	143	63	0.67	0.472	0.33	0.528	0.554	0.563	0.383
Pos	10000	QCd	GSA	OEE	260000	50	98	14	54	0.645	0.875	0.355	0.125	0.742	0.751	0.59
Pos	10000	Raw	GSA	OEE	280000	10	138	165	115	0.545	0.455	0.455	0.545	0.496	0.498	0.33
Pos	10000	QCd	GSA	OEE	280000	10	103	19	78	0.569	0.844	0.431	0.156	0.68	0.693	0.515
Pos	10000	Raw	GSA	OEE	280000	15	138	161	110	0.556	0.462	0.444	0.538	0.505	0.507	0.337
Pos	10000	QCd	GSA	OEE	280000	15	103	18	75	0.579	0.851	0.421	0.149	0.689	0.702	0.526
Pos	10000	Raw	GSA	OEE	280000	20	135	151	96	0.584	0.472	0.416	0.528	0.522	0.525	0.353
